-70.73,0.24,58.41,-1.05,224.40,126.88,3.64,13.50,-3.44,124.00,-113.00,-27.00
-70.81,0.26,58.47,-1.05,221.25,127.93,3.56,13.50,-3.42,-105.00,-61.00,-48.00
-70.90,0.32,58.16,0.00,219.15,139.46,3.50,13.47,-3.31,-322.00,-40.00,-78.00
-71.18,0.26,57.71,0.00,220.20,153.09,3.53,13.50,-3.31,-280.00,-194.00,-96.00
-71.51,0.18,57.41,-1.05,219.15,137.36,3.47,13.53,-3.31,-34.00,-235.00,-105.00
-71.77,0.01,57.60,-3.15,228.59,141.56,3.47,13.58,-3.36,96.00,-233.00,1.00
-72.04,-0.04,57.32,4.19,219.15,132.12,3.47,13.58,-3.31,-244.00,-224.00,-44.00
-72.33,-0.13,56.21,-3.15,211.81,147.85,3.44,13.69,-3.14,-911.00,-188.00,-124.00
-72.73,-0.12,54.97,-2.10,214.96,150.99,3.42,13.61,-2.97,-812.00,-278.00,-135.00
-73.05,-0.19,54.38,4.19,218.10,140.51,3.36,13.64,-2.92,-424.00,-267.00,-71.00
-73.12,-0.30,54.99,4.19,204.47,134.22,3.33,13.69,-2.97,237.00,-73.00,-18.00
-73.14,-0.25,55.03,2.10,212.86,140.51,3.28,13.61,-2.89,-77.00,26.00,-77.00
-73.16,-0.25,54.77,3.15,220.20,152.04,3.25,13.72,-2.89,-297.00,-12.00,-30.00
-73.18,-0.30,54.74,3.15,209.72,149.95,3.31,13.69,-2.89,-64.00,-25.00,-4.00
-73.17,-0.33,54.81,3.15,207.62,145.75,3.39,13.72,-2.89,72.00,-7.00,-12.00
-73.08,-0.32,54.86,2.10,211.81,140.51,3.31,13.72,-2.89,27.00,60.00,3.00
-72.89,-0.20,54.83,1.05,209.72,143.65,3.31,13.67,-2.81,-134.00,161.00,-10.00
-72.66,-0.03,54.68,-1.05,206.57,147.85,3.31,13.67,-2.86,-161.00,197.00,-15.00
-72.40,0.18,54.54,-2.10,209.72,148.90,3.28,13.64,-2.78,-83.00,222.00,-6.00
-72.06,0.42,54.84,0.00,205.52,147.85,3.36,13.53,-2.83,203.00,283.00,15.00
-71.67,0.63,55.41,0.00,213.91,157.29,3.33,13.64,-2.97,442.00,329.00,7.00
-71.61,0.66,55.36,-1.05,223.35,157.29,3.36,13.67,-3.00,89.00,71.00,-29.00
-71.67,0.51,55.34,-1.05,211.81,145.75,3.31,13.67,-2.97,21.00,-81.00,37.00
-71.68,0.47,55.53,0.00,211.81,139.46,3.42,13.67,-3.00,130.00,-17.00,0.00
-71.65,0.47,55.66,0.00,216.01,142.61,3.28,13.58,-3.00,18.00,33.00,-18.00
-71.62,0.47,55.64,-2.10,216.01,147.85,3.31,13.61,-2.94,-85.00,33.00,-13.00
-71.60,0.47,55.45,0.00,211.81,146.80,3.36,13.61,-2.94,-138.00,10.00,2.00
-71.57,0.44,55.46,-1.05,213.91,145.75,3.33,13.67,-2.94,18.00,17.00,2.00
-71.56,0.42,55.59,-1.05,216.01,144.70,3.39,13.67,-3.00,72.00,5.00,1.00
-71.60,0.36,55.63,1.05,214.96,145.75,3.44,13.58,-2.94,-10.00,-43.00,6.00
-71.67,0.22,55.68,-1.05,213.91,146.80,3.39,13.61,-3.00,18.00,-86.00,10.00
-71.81,0.10,55.78,0.00,214.96,147.85,3.28,13.64,-2.94,79.00,-135.00,15.00
-72.03,-0.08,55.80,0.00,214.96,147.85,3.33,13.58,-2.97,31.00,-199.00,10.00
-72.25,-0.24,55.83,-7.34,221.25,138.41,3.39,13.56,-3.11,42.00,-204.00,12.00
-72.12,-0.11,56.44,-1.05,203.42,131.07,3.42,13.61,-3.11,285.00,43.00,76.00
-72.04,0.07,55.99,0.00,219.15,150.99,3.36,13.67,-2.89,-369.00,104.00,-60.00
-71.90,0.07,55.96,-1.05,218.10,146.80,3.36,13.67,-3.08,13.00,81.00,43.00
-71.62,0.12,56.59,-2.10,216.01,133.17,3.44,13.56,-3.00,441.00,177.00,92.00
-71.24,0.37,56.86,2.10,212.86,134.22,3.44,13.56,-3.14,74.00,302.00,13.00
-71.22,0.43,56.20,3.15,223.35,157.29,3.39,13.61,-2.97,-537.00,67.00,-79.00
-71.34,0.19,56.30,0.00,212.86,159.38,3.42,13.56,-3.03,171.00,-132.00,31.00
-71.49,-0.00,56.81,-2.10,209.72,144.70,3.39,13.58,-3.28,591.00,-161.00,43.00
-71.66,-0.11,57.56,-3.15,225.44,134.22,3.39,13.53,-3.31,629.00,-162.00,24.00
-71.80,-0.14,57.70,-3.15,223.35,130.02,3.36,13.53,-3.17,-22.00,-131.00,11.00
