0,-20.98,-21.35,96.92,106.95,247.46,-18.87,11.58,9.22,-3.83,-12.00,2.00,-10.00
0,-20.86,-21.56,96.63,103.81,255.85,-32.51,11.58,9.22,-3.81,-11.00,-1.00,-3.00
0,-20.85,-21.62,96.65,104.86,251.66,-16.78,11.61,9.17,-3.83,-11.00,2.00,-1.00
0,-20.73,-21.74,96.33,96.47,250.61,-14.68,11.58,9.17,-3.78,-12.00,5.00,2.00
0,-20.59,-21.69,95.99,113.25,278.92,-20.97,11.53,8.92,-3.94,-12.00,6.00,0.00
0,-20.54,-21.75,95.82,114.29,244.32,-25.17,11.50,8.81,-3.86,-8.00,7.00,-1.00
0,-20.55,-22.09,95.79,119.54,268.44,-29.36,11.64,9.11,-3.75,-5.00,5.00,0.00
0,-20.56,-22.26,95.80,105.91,266.34,8.39,11.64,9.22,-3.78,-1.00,3.00,-3.00
0,-20.30,-22.24,95.08,118.49,245.37,-40.89,11.53,9.06,-3.83,-3.00,2.00,-1.00
0,-20.48,-22.58,95.47,89.13,255.85,-28.31,11.53,9.08,-3.75,-4.00,2.00,-1.00
0,-20.55,-22.26,95.52,99.61,240.12,-55.57,11.64,9.17,-3.78,-4.00,-2.00,1.00
0,-20.86,-22.27,96.26,117.44,240.12,-52.43,11.61,9.22,-3.78,-3.00,-4.00,0.00
0,-21.10,-22.63,96.81,119.54,242.22,-30.41,11.61,9.19,-3.78,-3.00,-3.00,0.00
0,-21.10,-22.99,96.82,112.20,228.59,-29.36,11.58,9.17,-3.83,-5.00,-2.00,2.00
0,-21.12,-23.31,96.84,123.73,220.20,-72.35,11.17,9.00,-3.94,-5.00,-6.00,4.00
0,-21.61,-23.85,97.93,110.10,266.34,-16.78,11.61,9.17,-3.86,-6.00,-3.00,0.00
0,-21.44,-23.75,97.50,95.42,275.78,-6.29,11.64,9.17,-3.69,-12.00,-3.00,-1.00
0,-21.17,-23.37,96.91,99.61,235.93,-46.14,11.61,9.11,-3.89,-6.00,-3.00,-6.00
0,-21.33,-23.31,97.30,101.71,255.85,-51.38,11.53,9.08,-3.81,-10.00,-5.00,1.00
0,-21.49,-23.14,97.66,99.61,260.05,-41.94,11.36,8.92,-3.89,-5.00,-7.00,-4.00
0,-21.55,-22.93,97.77,106.95,260.05,-56.62,11.58,9.19,-3.81,-10.00,-5.00,-1.00
0,-21.68,-22.87,98.15,112.20,224.40,-52.43,11.64,9.22,-3.83,-12.00,-2.00,2.00
0,-21.81,-23.20,98.59,110.10,222.30,-73.40,11.11,8.86,-4.11,-8.00,2.00,1.00
0,-22.18,-23.44,99.48,114.29,241.17,-80.74,11.58,9.11,-3.83,-15.00,11.00,-4.00
0,-22.43,-23.56,100.27,110.10,281.02,-48.23,11.58,9.11,-3.78,-19.00,16.00,-7.00
0,-22.28,-23.37,100.19,88.08,286.26,-24.12,11.64,9.08,-3.75,-14.00,13.00,-17.00
0,-21.95,-22.85,99.68,109.05,244.32,-11.53,11.64,9.08,-3.69,-13.00,11.00,-21.00
0,-21.54,-22.98,98.94,102.76,244.32,-51.38,11.53,9.08,-3.81,-16.00,6.00,-16.00
0,-21.55,-22.94,99.19,105.91,265.29,-9.44,11.75,8.67,-3.92,-15.00,3.00,-6.00
0,-21.24,-22.86,98.51,101.71,262.14,4.19,11.22,8.92,-4.00,-11.00,-6.00,-3.00
0,-20.90,-22.74,97.60,99.61,269.48,-36.70,11.58,9.11,-3.78,-6.00,-13.00,-3.00
0,-20.86,-22.53,97.59,103.81,232.78,-102.76,11.53,9.03,-3.81,-8.00,-11.00,-3.00
0,-21.45,-22.59,99.11,103.81,255.85,-12.58,11.44,9.14,-3.81,-14.00,-6.00,1.00
0,-21.18,-22.56,98.47,115.34,256.90,-14.68,11.58,9.08,-3.64,-13.00,-1.00,-5.00
0,-20.89,-22.74,97.95,106.95,239.08,-91.23,11.56,9.22,-3.78,-12.00,-1.00,-4.00
0,-21.31,-22.80,99.16,118.49,216.01,-70.25,11.58,9.11,-3.69,-3.00,0.00,-2.00
0,-21.56,-23.29,99.94,109.05,238.03,-51.38,11.61,9.11,-3.83,-8.00,4.00,-3.00
0,-21.56,-23.42,100.11,93.32,273.68,-20.97,11.58,9.11,-3.78,-21.00,12.00,9.00
0,-21.24,-23.03,99.54,113.25,257.95,-48.23,11.53,9.14,-3.75,-16.00,8.00,-2.00
0,-21.17,-23.07,99.60,119.54,260.05,9.44,11.75,8.61,-3.81,-10.00,4.00,-11.00
0,-20.66,-23.26,98.52,115.34,274.73,5.24,11.97,8.67,-3.69,-12.00,3.00,-14.00
0,-20.24,-23.24,97.67,110.10,264.24,-32.51,11.58,9.03,-3.78,-13.00,-2.00,-15.00
0,-20.18,-23.18,97.57,120.59,253.76,-53.48,11.58,9.11,-3.72,-13.00,-3.00,-12.00
0,-20.32,-23.36,97.93,97.52,244.32,-72.35,11.64,8.61,-3.72,-13.00,-5.00,-7.00
0,-20.64,-23.16,98.75,114.29,250.61,-65.01,11.86,8.72,-3.67,-13.00,-6.00,-5.00
0,-20.80,-23.24,99.25,106.95,275.78,-7.34,11.31,8.61,-3.78,-11.00,-5.00,-6.00
0,-20.50,-23.09,98.55,108.00,234.88,-57.67,11.28,8.94,-3.86,-9.00,-3.00,-9.00
0,-20.68,-23.20,99.05,116.39,245.37,-27.26,11.50,8.67,-3.72,-9.00,-3.00,-14.00
0,-20.53,-23.40,98.76,98.57,257.95,-50.33,11.64,9.06,-3.67,-5.00,-4.00,-16.00
